name,abbreviation,max_faculty_capacity,current_number_of_faculty,academic_division
Electrical Engineering,ART,28,18,Arts
English,ART,75,10,Science
Art,MATH,82,12,Science
Physics,ENG,36,5,Arts
Art,CS,33,10,Engineering
Computer Science,PHYS,34,12,Engineering
Electrical Engineering,PHYS,60,17,Arts
Art,EENG,47,13,Arts
Mathematics,ENG,98,6,Engineering
English,ENG,56,11,Arts
Computer Science,ENG,96,11,Engineering
Art,ART,92,6,Arts
Mathematics,PHYS,20,8,Arts
English,CS,53,16,Arts
Mathematics,MATH,59,11,Science
English,ART,73,9,Arts
English,ART,71,7,Arts
Mathematics,EENG,49,15,Science
Physics,ART,28,15,Engineering
Computer Science,PHYS,54,5,Science
Computer Science,CS,57,16,Arts
Mathematics,EENG,23,20,Engineering
Computer Science,EENG,41,18,Science
Electrical Engineering,MATH,91,20,Science
Physics,EENG,62,5,Engineering
Art,EENG,87,8,Science
Electrical Engineering,PHYS,54,20,Arts
Physics,ENG,47,18,Arts
Computer Science,MATH,62,11,Arts
Electrical Engineering,ENG,84,7,Science
Art,PHYS,32,9,Arts
Mathematics,CS,86,10,Science
Mathematics,CS,95,10,Engineering
English,ART,23,18,Arts
Electrical Engineering,ENG,28,15,Arts
Physics,CS,50,13,Science
Computer Science,ART,30,14,Arts
Physics,ART,73,6,Science
Computer Science,CS,65,18,Science
English,MATH,20,11,Arts
Physics,ENG,38,8,Arts
Art,CS,76,8,Engineering
Computer Science,CS,80,7,Arts
Electrical Engineering,PHYS,82,16,Science
English,ART,53,9,Arts
English,ENG,58,9,Arts
Electrical Engineering,PHYS,69,8,Science
Computer Science,EENG,79,18,Engineering
Electrical Engineering,ENG,26,18,Engineering
English,PHYS,51,19,Science
Art,MATH,83,14,Science
Computer Science,MATH,70,20,Engineering
English,ART,62,10,Science
Mathematics,PHYS,75,17,Science
Electrical Engineering,EENG,74,5,Arts
Computer Science,CS,84,7,Arts
Art,EENG,91,20,Engineering
Art,ENG,71,10,Arts
Physics,PHYS,80,13,Science
English,ART,26,19,Engineering
Art,ART,43,10,Science
Mathematics,PHYS,89,8,Engineering
Art,MATH,83,10,Science
Mathematics,PHYS,77,17,Arts
Physics,EENG,72,11,Arts
Physics,EENG,82,19,Science
Art,MATH,81,14,Science
Mathematics,PHYS,22,16,Science
Art,CS,83,7,Arts
Physics,MATH,23,10,Engineering
Computer Science,MATH,40,12,Engineering
Mathematics,CS,74,6,Engineering
Computer Science,MATH,88,15,Science
Art,CS,83,6,Engineering
Electrical Engineering,CS,35,16,Engineering
Electrical Engineering,ENG,37,8,Engineering
Computer Science,CS,34,15,Arts
Physics,CS,92,15,Engineering
Computer Science,EENG,62,20,Engineering
Mathematics,PHYS,71,18,Arts
English,ART,76,5,Arts
English,PHYS,34,14,Arts
Physics,ART,51,16,Arts
Electrical Engineering,CS,80,7,Science
Physics,CS,86,12,Engineering
Physics,MATH,55,13,Engineering
Electrical Engineering,PHYS,61,14,Science
Art,ART,50,18,Arts
Mathematics,PHYS,57,19,Science
Electrical Engineering,CS,32,5,Arts
Art,MATH,42,14,Engineering
Art,ART,84,17,Arts
Physics,MATH,88,11,Engineering
Mathematics,ENG,39,14,Science
Art,CS,92,12,Science
Art,CS,57,11,Science
Mathematics,ART,33,15,Engineering
Physics,CS,43,15,Engineering
English,ENG,71,6,Engineering
Electrical Engineering,EENG,86,16,Science
Computer Science,CS,70,17,Arts
Art,CS,88,6,Engineering
Mathematics,MATH,52,8,Engineering
Electrical Engineering,ART,20,11,Engineering
English,EENG,20,13,Arts
Physics,CS,37,19,Arts
Computer Science,PHYS,26,20,Engineering
Physics,PHYS,31,13,Arts
Physics,EENG,95,19,Engineering
Mathematics,CS,70,10,Engineering
Physics,CS,57,14,Science
Physics,EENG,45,8,Science
Physics,EENG,57,10,Engineering
Physics,ENG,76,12,Science
Physics,PHYS,77,9,Arts
English,PHYS,31,10,Arts
Physics,MATH,68,13,Arts
Mathematics,MATH,74,9,Arts
Computer Science,ENG,36,6,Arts
Mathematics,CS,23,8,Science
Art,CS,49,10,Arts
Computer Science,EENG,85,18,Arts
Physics,ART,100,15,Engineering
Art,ENG,68,8,Engineering
Physics,PHYS,23,12,Science
Electrical Engineering,PHYS,87,11,Engineering
Physics,CS,34,8,Engineering
English,CS,76,11,Arts
Art,ENG,63,19,Science
Physics,PHYS,49,8,Science
Art,PHYS,51,8,Engineering
English,MATH,91,15,Science
Electrical Engineering,CS,83,20,Science
Art,EENG,95,17,Engineering
Mathematics,MATH,57,8,Engineering
Computer Science,MATH,21,13,Engineering
Mathematics,MATH,100,15,Engineering
Mathematics,CS,65,9,Science
English,ENG,85,15,Engineering
Art,ART,63,11,Science
Electrical Engineering,EENG,93,20,Arts
Electrical Engineering,ENG,91,19,Arts
Mathematics,EENG,41,5,Engineering
Mathematics,PHYS,60,12,Arts
English,ART,91,7,Arts
Mathematics,ENG,56,17,Engineering
Art,ENG,56,15,Science
Mathematics,EENG,97,20,Engineering
Electrical Engineering,MATH,90,11,Engineering
Electrical Engineering,PHYS,27,7,Arts
Mathematics,ART,35,15,Science
Art,ART,37,19,Engineering
Electrical Engineering,PHYS,65,5,Arts
Mathematics,PHYS,21,6,Arts
English,CS,85,11,Arts
Art,MATH,83,17,Science
Electrical Engineering,PHYS,61,20,Arts
Computer Science,ART,63,18,Arts
Art,CS,86,16,Engineering
English,ART,66,15,Science
Computer Science,EENG,29,19,Engineering
English,MATH,26,17,Science
Electrical Engineering,MATH,66,9,Engineering
English,MATH,67,13,Arts
Electrical Engineering,PHYS,100,5,Engineering
Physics,EENG,82,11,Arts
Art,ART,95,9,Arts
Mathematics,ART,43,17,Engineering
Mathematics,ART,59,9,Science
Computer Science,ART,21,8,Science
Mathematics,CS,69,5,Science
Physics,MATH,29,17,Engineering
Physics,PHYS,30,15,Engineering
Mathematics,PHYS,94,6,Arts
Art,ENG,82,16,Science
Mathematics,EENG,27,7,Engineering
Mathematics,PHYS,62,18,Science
Electrical Engineering,PHYS,96,18,Engineering
Art,EENG,89,10,Science
Mathematics,CS,40,14,Science
Physics,ENG,42,14,Engineering
Mathematics,PHYS,78,11,Engineering
Physics,MATH,63,16,Engineering
Mathematics,PHYS,90,17,Science
Electrical Engineering,EENG,73,5,Engineering
Physics,CS,66,12,Science
Art,CS,63,16,Engineering
Art,EENG,81,5,Arts
Mathematics,ART,55,20,Arts
Mathematics,ENG,38,7,Science
Electrical Engineering,PHYS,95,7,Arts
Physics,PHYS,53,6,Arts
Art,ENG,64,11,Engineering
Mathematics,PHYS,42,5,Arts
Mathematics,ART,30,6,Arts
Art,CS,44,15,Engineering
Physics,ART,95,6,Engineering
English,ART,89,20,Arts
Mathematics,CS,96,6,Arts
Art,MATH,62,16,Arts
Physics,ENG,96,20,Science
Physics,ENG,20,8,Science
Computer Science,ENG,20,13,Arts
Art,MATH,23,20,Arts
English,ART,25,12,Arts
Electrical Engineering,EENG,33,15,Arts
Electrical Engineering,ART,58,10,Science
English,ART,32,19,Arts
Physics,ENG,66,6,Engineering
English,ART,88,10,Science
English,EENG,80,8,Science
English,ART,86,13,Engineering
Computer Science,CS,92,14,Engineering
English,ENG,89,9,Engineering
Computer Science,PHYS,96,8,Engineering
Computer Science,PHYS,65,9,Engineering
Art,ART,78,5,Arts
Physics,PHYS,80,7,Engineering
English,CS,50,12,Arts
Mathematics,ENG,90,13,Engineering
Physics,PHYS,57,17,Science
Physics,EENG,43,14,Arts
Physics,ENG,71,5,Arts
Physics,MATH,40,8,Engineering
English,ENG,52,18,Arts
Electrical Engineering,PHYS,84,12,Arts
Art,ENG,37,20,Engineering
Computer Science,CS,79,8,Arts
English,MATH,75,19,Science
English,PHYS,76,7,Science
Art,ENG,53,6,Arts
Physics,ART,28,12,Engineering
Physics,ENG,84,18,Engineering
Art,EENG,87,7,Science
English,PHYS,62,14,Science
Art,ART,87,7,Engineering
Physics,ART,33,16,Science
English,EENG,58,10,Arts
Computer Science,CS,82,9,Science
Electrical Engineering,PHYS,74,20,Science
Art,PHYS,91,6,Science
Mathematics,MATH,79,6,Engineering
Computer Science,ENG,97,5,Science
Physics,ENG,48,20,Science
Art,ENG,20,12,Arts
Art,EENG,28,8,Science
English,ENG,77,5,Arts
English,ART,74,9,Engineering
Mathematics,EENG,44,13,Science
Mathematics,ENG,99,5,Engineering
Computer Science,EENG,65,9,Engineering
Mathematics,MATH,96,16,Arts
Physics,CS,95,9,Engineering
Physics,ENG,29,18,Arts
Physics,ART,76,5,Arts
Art,ART,60,13,Science
Electrical Engineering,EENG,29,18,Engineering
Computer Science,ART,23,11,Engineering
Computer Science,MATH,57,8,Engineering
Computer Science,ART,64,20,Engineering
Electrical Engineering,PHYS,87,19,Arts
Mathematics,PHYS,35,14,Engineering
Physics,CS,76,20,Engineering
Art,MATH,35,9,Science
Art,PHYS,38,14,Arts
Physics,EENG,80,15,Science
Electrical Engineering,PHYS,96,7,Arts
Computer Science,MATH,51,18,Engineering
Electrical Engineering,EENG,95,16,Engineering
Physics,PHYS,59,14,Arts
Electrical Engineering,EENG,89,8,Science
Physics,ENG,98,17,Engineering
Electrical Engineering,PHYS,64,6,Science
English,ENG,29,20,Engineering
Computer Science,MATH,45,15,Engineering
Electrical Engineering,ART,71,19,Engineering
Art,ART,23,19,Engineering
English,CS,97,12,Science
Physics,MATH,96,14,Science
Electrical Engineering,PHYS,67,13,Arts
Electrical Engineering,ART,68,15,Science
English,EENG,39,6,Arts
Electrical Engineering,ART,46,20,Science
Art,ENG,54,20,Engineering
Electrical Engineering,MATH,74,7,Engineering
Physics,PHYS,39,7,Arts
Art,EENG,65,19,Engineering
Mathematics,MATH,26,18,Arts
Mathematics,ENG,32,19,Engineering
Mathematics,MATH,89,20,Arts
English,MATH,30,19,Engineering
Art,ART,100,17,Arts
Computer Science,EENG,27,20,Arts
Physics,ART,36,6,Science
English,PHYS,89,5,Science
Art,CS,99,5,Engineering
Physics,ENG,59,14,Arts
Computer Science,CS,28,7,Science
English,MATH,90,5,Engineering
Computer Science,PHYS,53,18,Arts
English,MATH,83,11,Arts
Mathematics,CS,59,6,Arts
Art,MATH,71,10,Arts
Physics,ENG,75,17,Arts
Computer Science,PHYS,31,8,Arts
Electrical Engineering,CS,60,12,Science
Computer Science,EENG,66,10,Arts
Art,MATH,38,12,Arts
English,CS,56,17,Engineering
Physics,MATH,86,11,Engineering
English,ENG,71,18,Arts
Mathematics,EENG,62,9,Arts
Physics,PHYS,74,19,Science
Computer Science,CS,30,7,Engineering
Physics,ENG,57,7,Engineering
Electrical Engineering,ENG,48,11,Arts
English,MATH,95,16,Engineering
Computer Science,EENG,64,12,Engineering
Mathematics,ENG,41,8,Arts
English,PHYS,33,8,Engineering
Mathematics,EENG,94,19,Engineering
Physics,PHYS,57,13,Engineering
Electrical Engineering,ENG,38,7,Engineering
Mathematics,PHYS,45,16,Science
Art,MATH,23,12,Arts
Physics,ENG,42,8,Arts
Art,CS,42,11,Science
Computer Science,MATH,90,5,Arts
Computer Science,MATH,53,20,Science
Computer Science,CS,68,17,Science
Electrical Engineering,PHYS,23,13,Engineering
Physics,MATH,23,12,Arts
English,ART,98,16,Engineering
Art,MATH,42,6,Science
Mathematics,EENG,80,17,Engineering
Mathematics,ART,99,19,Science
Mathematics,ART,63,15,Engineering
Mathematics,MATH,38,7,Science
Computer Science,ART,96,18,Science
Computer Science,ART,23,19,Arts
Electrical Engineering,CS,27,17,Science
Physics,PHYS,88,20,Arts
Physics,EENG,95,17,Engineering
Electrical Engineering,ART,94,15,Engineering
Mathematics,EENG,57,14,Science
Computer Science,CS,74,9,Engineering
Computer Science,EENG,74,14,Engineering
Electrical Engineering,ENG,93,7,Arts
Computer Science,EENG,21,10,Engineering
Mathematics,MATH,40,9,Engineering
English,ART,57,10,Science
Mathematics,PHYS,29,15,Arts
Physics,ART,70,6,Science
Physics,PHYS,30,10,Arts
Computer Science,ART,45,7,Engineering
Computer Science,ART,76,15,Science
Computer Science,CS,82,16,Arts
Electrical Engineering,EENG,38,10,Engineering
Computer Science,ART,31,10,Arts
Computer Science,ART,64,5,Arts
Physics,ENG,26,14,Science
Computer Science,PHYS,23,7,Arts
Mathematics,EENG,33,18,Science
Mathematics,PHYS,35,13,Science
Mathematics,EENG,65,10,Science
Mathematics,EENG,27,6,Science
Art,ART,49,17,Science
Mathematics,ENG,36,9,Engineering
Physics,CS,88,5,Arts
Physics,PHYS,24,8,Engineering
Mathematics,MATH,76,19,Science
Electrical Engineering,EENG,76,19,Science
English,ART,76,10,Arts
Physics,MATH,80,20,Arts
Physics,ART,94,7,Arts
Art,CS,69,8,Engineering
Computer Science,MATH,20,20,Science
Art,EENG,48,14,Arts
Art,PHYS,100,12,Arts
Art,EENG,25,20,Arts
Art,ART,93,11,Engineering
Computer Science,CS,95,19,Science
Physics,PHYS,28,10,Science
Physics,CS,84,14,Science
Computer Science,ART,72,19,Arts
Electrical Engineering,MATH,51,5,Engineering
Electrical Engineering,ART,78,16,Arts
Computer Science,PHYS,92,16,Science
Mathematics,CS,69,5,Arts
English,MATH,75,14,Engineering
Computer Science,PHYS,32,12,Engineering
Mathematics,ART,52,8,Science
Physics,PHYS,56,18,Engineering
Art,PHYS,42,13,Arts
Mathematics,EENG,96,8,Science
Computer Science,CS,75,13,Engineering
English,ENG,69,14,Arts
Art,PHYS,26,19,Engineering
English,CS,95,6,Engineering
Physics,ART,64,10,Science
Physics,ENG,58,14,Arts
Electrical Engineering,CS,95,16,Engineering
Art,MATH,86,18,Science
Art,ENG,22,20,Science
English,MATH,48,17,Engineering
English,EENG,81,10,Arts
Mathematics,ART,44,15,Science
Electrical Engineering,ENG,37,20,Science
English,MATH,22,12,Arts
Computer Science,MATH,68,19,Engineering
Electrical Engineering,EENG,43,8,Engineering
Physics,CS,81,10,Science
Computer Science,ART,64,14,Engineering
Mathematics,PHYS,63,19,Engineering
Physics,MATH,93,5,Engineering
Electrical Engineering,EENG,87,10,Engineering
Computer Science,EENG,55,10,Arts
Electrical Engineering,CS,91,13,Science
Computer Science,MATH,35,18,Arts
Computer Science,MATH,37,5,Science
Mathematics,EENG,46,16,Science
Computer Science,ART,82,15,Science
Electrical Engineering,MATH,86,9,Science
Art,EENG,50,14,Engineering
English,CS,97,18,Engineering
Computer Science,ENG,40,20,Science
Physics,PHYS,31,14,Science
Electrical Engineering,ART,90,12,Engineering
Electrical Engineering,ENG,86,5,Arts
Art,ENG,72,10,Engineering
English,EENG,61,7,Arts
Art,ART,88,10,Science
English,CS,95,17,Science
Computer Science,PHYS,61,15,Arts
Electrical Engineering,ART,53,10,Engineering
Mathematics,ART,64,7,Engineering
Art,MATH,48,7,Engineering
Physics,EENG,38,11,Arts
Mathematics,MATH,100,16,Arts
Electrical Engineering,ART,33,7,Engineering
Physics,MATH,67,5,Engineering
Art,ART,78,17,Engineering
Computer Science,MATH,70,16,Science
Art,PHYS,83,11,Science
Electrical Engineering,MATH,44,15,Engineering
Art,ART,95,15,Arts
Electrical Engineering,ENG,30,6,Arts
Electrical Engineering,EENG,77,13,Engineering
Electrical Engineering,EENG,80,11,Science
Mathematics,PHYS,96,19,Engineering
Computer Science,EENG,46,5,Arts
Computer Science,PHYS,31,20,Science
English,ENG,47,20,Science
Computer Science,PHYS,56,8,Arts
English,PHYS,76,17,Engineering
Art,EENG,43,12,Arts
Art,ART,100,16,Science
English,MATH,33,12,Engineering
Electrical Engineering,PHYS,73,7,Science
Physics,EENG,100,16,Arts
Physics,EENG,48,10,Science
English,MATH,47,14,Science
Electrical Engineering,EENG,89,15,Science
Electrical Engineering,MATH,36,11,Arts
Art,CS,20,5,Arts
Computer Science,EENG,59,9,Arts
Mathematics,CS,88,8,Engineering
English,PHYS,66,8,Engineering
Computer Science,CS,81,5,Engineering
Electrical Engineering,EENG,72,8,Science
Art,ART,44,10,Engineering
Electrical Engineering,MATH,81,6,Science
Electrical Engineering,PHYS,76,14,Arts
Art,ART,37,8,Science
Art,ART,21,20,Engineering
Computer Science,CS,70,16,Arts
Physics,MATH,100,20,Engineering
Mathematics,ART,47,10,Engineering
Computer Science,ENG,67,11,Arts
Electrical Engineering,EENG,66,9,Arts
Electrical Engineering,ART,55,12,Arts
Art,CS,80,15,Arts
Electrical Engineering,PHYS,48,6,Engineering
Computer Science,PHYS,100,18,Engineering
Mathematics,ART,57,19,Science
Electrical Engineering,MATH,90,15,Engineering
Mathematics,ENG,46,6,Engineering
Electrical Engineering,ART,62,10,Arts
English,CS,37,6,Arts
Physics,MATH,59,5,Engineering
Computer Science,EENG,72,18,Arts
Physics,EENG,68,18,Science
English,EENG,60,5,Engineering
Art,CS,29,16,Science
Computer Science,ART,42,12,Arts
Mathematics,MATH,70,16,Engineering
Computer Science,PHYS,44,19,Science
Electrical Engineering,MATH,41,13,Science
Art,EENG,86,8,Engineering
Art,CS,97,6,Engineering
Physics,MATH,91,12,Arts
English,PHYS,92,12,Engineering
English,ENG,90,17,Arts
Electrical Engineering,MATH,98,20,Engineering
Physics,CS,58,20,Arts
Electrical Engineering,MATH,67,19,Arts
Computer Science,CS,29,15,Engineering
English,ENG,98,20,Engineering
Mathematics,PHYS,20,13,Arts
Electrical Engineering,ART,71,18,Arts
Art,PHYS,76,14,Engineering
English,ENG,61,11,Science
Physics,EENG,25,7,Engineering
Electrical Engineering,PHYS,91,14,Engineering
English,MATH,98,15,Science
Physics,ART,46,8,Arts
Art,PHYS,30,9,Engineering
Art,CS,56,14,Arts
Art,PHYS,27,20,Arts
Physics,PHYS,55,10,Engineering
Mathematics,ENG,25,14,Science
Electrical Engineering,PHYS,74,8,Science
Art,CS,62,13,Engineering
Mathematics,MATH,31,11,Arts
Physics,CS,53,8,Arts
Computer Science,ART,43,19,Science
Electrical Engineering,ART,27,15,Engineering
Physics,ENG,73,10,Science
Art,EENG,54,12,Engineering
Mathematics,CS,80,6,Science
English,ART,34,9,Engineering
Mathematics,EENG,55,13,Engineering
Computer Science,CS,44,20,Arts
Art,ART,35,18,Engineering
Computer Science,MATH,72,20,Engineering
Electrical Engineering,ENG,42,20,Science
Computer Science,ART,23,10,Science
Electrical Engineering,MATH,46,6,Science
Electrical Engineering,EENG,23,18,Engineering
Computer Science,PHYS,26,11,Science
Electrical Engineering,ENG,64,14,Science
Physics,MATH,30,10,Engineering
English,ENG,70,17,Science
Physics,MATH,70,7,Arts
Mathematics,ENG,36,5,Science
Art,PHYS,23,19,Engineering
Mathematics,CS,21,17,Arts
Electrical Engineering,ENG,58,17,Engineering
Physics,ART,90,7,Science
Computer Science,ENG,87,11,Engineering
Mathematics,CS,64,6,Engineering
Computer Science,EENG,37,15,Science
Mathematics,MATH,61,7,Arts
Physics,ENG,51,17,Arts
Electrical Engineering,PHYS,98,10,Science
Art,PHYS,81,6,Arts
Mathematics,ENG,47,12,Arts
Mathematics,ART,92,8,Science
Art,ENG,56,11,Engineering
Mathematics,ART,49,20,Arts
Physics,ART,43,17,Arts
Art,EENG,84,6,Arts
Computer Science,EENG,30,10,Science
Electrical Engineering,EENG,85,18,Engineering
Physics,PHYS,62,20,Engineering
Mathematics,MATH,76,11,Engineering
Electrical Engineering,CS,88,9,Science
Art,EENG,67,10,Engineering
Physics,EENG,22,15,Arts
Mathematics,EENG,87,18,Engineering
Mathematics,PHYS,50,20,Engineering
Art,EENG,46,6,Engineering
Physics,ART,50,11,Science
Computer Science,PHYS,46,18,Science
Mathematics,CS,29,5,Engineering
Computer Science,ART,69,6,Arts
Electrical Engineering,PHYS,96,14,Arts
Art,MATH,49,8,Science
Electrical Engineering,ENG,46,18,Engineering
Computer Science,CS,56,19,Science
Mathematics,ENG,72,12,Science
Art,EENG,96,18,Engineering
Mathematics,ENG,22,18,Science
English,PHYS,89,15,Arts
Electrical Engineering,ART,21,6,Science
Physics,ENG,79,20,Arts
Mathematics,ENG,73,6,Science
English,EENG,98,6,Arts
Mathematics,ART,47,8,Engineering
Mathematics,ENG,70,18,Engineering
English,EENG,23,10,Engineering
Electrical Engineering,MATH,22,6,Arts
Mathematics,ART,58,9,Engineering
Computer Science,ENG,41,11,Arts
Physics,PHYS,42,16,Engineering
Mathematics,EENG,81,13,Arts
Electrical Engineering,MATH,99,11,Engineering
Electrical Engineering,ENG,97,7,Engineering
Mathematics,ENG,84,8,Arts
Art,EENG,91,5,Science
English,EENG,26,11,Arts
Electrical Engineering,EENG,74,7,Science
Electrical Engineering,MATH,68,11,Arts
Art,CS,84,8,Engineering
Art,PHYS,44,14,Arts
English,PHYS,70,15,Science
Electrical Engineering,PHYS,32,6,Engineering
Physics,EENG,27,7,Science
Physics,ENG,63,6,Arts
Art,EENG,96,5,Engineering
English,CS,43,5,Science
Art,ART,65,12,Science
Art,CS,23,11,Engineering
English,PHYS,34,8,Science
Physics,ENG,78,19,Science
English,ENG,86,17,Arts
Physics,CS,55,10,Science
Art,ENG,28,10,Arts
Electrical Engineering,MATH,32,6,Science
Physics,EENG,56,6,Science
English,EENG,37,10,Science
Mathematics,EENG,58,12,Science
Mathematics,MATH,38,11,Engineering
English,MATH,78,18,Science
Computer Science,ENG,75,10,Arts
Electrical Engineering,MATH,21,5,Science
Computer Science,CS,33,18,Engineering
Computer Science,PHYS,89,12,Arts
Computer Science,MATH,71,16,Arts
Physics,CS,22,14,Science
Physics,ENG,69,16,Engineering
Mathematics,CS,89,8,Arts
Art,ART,52,17,Science
English,ENG,79,13,Engineering
English,MATH,89,6,Arts
Computer Science,PHYS,75,11,Science
English,ART,71,20,Engineering
Art,ART,83,18,Arts
Mathematics,CS,31,20,Science
Mathematics,CS,35,6,Science
Computer Science,MATH,100,17,Science
Electrical Engineering,MATH,84,11,Engineering
English,MATH,23,15,Science
Electrical Engineering,PHYS,55,15,Science
English,EENG,58,5,Science
English,ENG,34,20,Science
English,EENG,60,8,Engineering
Mathematics,ENG,82,20,Engineering
English,CS,40,5,Arts
Art,ENG,80,15,Science
Physics,ART,41,13,Engineering
English,MATH,35,8,Arts
Electrical Engineering,EENG,34,17,Engineering
